path,provenance,source_modified_at_sydney,package_modified_at_sydney,snapshot_at_sydney,size_bytes,sha256
sound_design/contour_soft_screening_v1/candidate_manifest.txt,Mac source snapshot,2026-09-20T20:31:01+10:00,2026-09-20T20:31:01+10:00,2026-09-25T19:44:20+10:00,1873,a91641a0dc76a2fe1ec8c8ff0c9f27d18f6cf33d8e9d3a1658b215546cabb509
sound_design/contour_soft_screening_v1/generate_contour_soft_candidates.py,Mac source snapshot,2026-09-20T20:30:48+10:00,2026-09-20T20:30:48+10:00,2026-09-25T19:44:20+10:00,4931,36d3042edeef033e9b8bea86fb96381c7b155912f51b4d70e03f621ae15db53a
sound_design/contour_soft_screening_v1/identification.html,Mac source snapshot,2026-09-22T23:55:17+10:00,2026-09-22T23:55:17+10:00,2026-09-25T19:44:20+10:00,3156,878ccd841d2d6a8cef7ff51a2e980d8e2676a9403d009463500399d0c3a53888
sound_design/contour_soft_screening_v1/identification_app.mjs,Mac source snapshot,2026-09-22T23:55:17+10:00,2026-09-22T23:55:17+10:00,2026-09-25T19:44:20+10:00,7520,261ede42a747eaa948e0cc30a5f5353873a110e92f2e895ab1525fb5ee08e49e
sound_design/contour_soft_screening_v1/identification_core.mjs,Mac source snapshot,2026-09-22T23:51:06+10:00,2026-09-22T23:51:06+10:00,2026-09-25T19:44:20+10:00,3075,eea75553f04bc9f7c9240a317b3612a72bd9fd1a1be790a47020d89df7c08881
sound_design/contour_soft_screening_v1/researcher_audition_record.md,Mac source snapshot,2026-09-20T20:33:42+10:00,2026-09-20T20:33:42+10:00,2026-09-25T19:44:20+10:00,1135,b8ab72f1e0bcfae0c84a78ea3fc81a14710fdc36c6cdc318b54a43efc367ca2c
sound_design/elevenlabs_broadcast_v3/README.md,Mac source snapshot,2026-09-23T19:13:54+10:00,2026-09-23T19:13:54+10:00,2026-09-25T19:44:20+10:00,5322,a029b19dec57abb43ab8c76a9705ed19d571f50892b6533476183fb6154540cb
sound_design/elevenlabs_broadcast_v3/analyze_raw_exports.py,Mac source snapshot,2026-09-18T20:05:57+10:00,2026-09-18T20:05:57+10:00,2026-09-25T19:44:20+10:00,3752,8c36ecefcbe1853e5c34b246618bcdcce3c89acc590ac3e1c2d9375077ffa295
sound_design/elevenlabs_broadcast_v3/raw/T01_cruising_altitude_raw.mp3,Mac source snapshot,2026-09-18T20:01:29+10:00,2026-09-18T20:01:29+10:00,2026-09-25T19:44:20+10:00,54264,09cddda0a3555a7421c7e048144eefc412a2da47b97bcbffffe32ea356261e13
sound_design/elevenlabs_broadcast_v3/raw/T02_descent_raw.mp3,Mac source snapshot,2026-09-18T20:02:15+10:00,2026-09-18T20:02:15+10:00,2026-09-25T19:44:20+10:00,56772,faa43a45ea4d2137f8246e93fc4d1fc95f2aa5a38c557ebe336eeeb4adc583a2
sound_design/elevenlabs_broadcast_v3/raw/T03_landing_raw.mp3,Mac source snapshot,2026-09-18T20:03:00+10:00,2026-09-18T20:03:00+10:00,2026-09-25T19:44:20+10:00,50502,a8350a46455f1aca41bc5b6a59214ac7cde2ff129af381326d41bb99c1c9950a
sound_design/elevenlabs_broadcast_v3/raw_analysis.json,Mac source snapshot,2026-09-18T20:07:24+10:00,2026-09-18T20:07:24+10:00,2026-09-25T19:44:20+10:00,2026,a7ba4f716855339b65c907d65a099a986c9c751f9320bc12be1fdc05f254e64b
sound_design/elevenlabs_broadcast_v3/rejected/T01_cruising_altitude_speed075_rejected.mp3,Mac source snapshot,2026-09-18T20:00:01+10:00,2026-09-18T20:00:01+10:00,2026-09-25T19:44:20+10:00,75162,67f29298390a8775accb50672f0e3bcbb4f604d283fa06f46059301477318551
sound_design/elevenlabs_broadcast_v4_candidate/README.md,Mac source snapshot,2026-09-23T19:13:54+10:00,2026-09-23T19:13:54+10:00,2026-09-25T19:44:20+10:00,5408,53ef7c1872c6596ddd884129f0f39404a3b25ba6a66da0668a1108a01f910ec2
sound_design/elevenlabs_broadcast_v4_candidate/T01_waveform_comparison.png,Mac source snapshot,2026-09-23T19:10:07+10:00,2026-09-23T19:10:07+10:00,2026-09-25T19:44:20+10:00,128254,e17ce44220a7e92b769d8bf0d587fb9366bed3cdfed29bf853069efb61412057
sound_design/elevenlabs_broadcast_v4_candidate/T02_waveform_comparison.png,Mac source snapshot,2026-09-23T19:10:07+10:00,2026-09-23T19:10:07+10:00,2026-09-25T19:44:20+10:00,131394,8d211b66dd772c9805d2e763c40a36663583313a77375773782634819e4223ac
sound_design/elevenlabs_broadcast_v4_candidate/T03_waveform_comparison.png,Mac source snapshot,2026-09-23T19:10:08+10:00,2026-09-23T19:10:08+10:00,2026-09-25T19:44:20+10:00,124514,35a1ada70fc8c65c83f613189063ff873f41be85cb6e4433be247c633f296057
sound_design/elevenlabs_broadcast_v4_candidate/audit_speech_exports.m,Mac source snapshot,2026-09-23T19:09:24+10:00,2026-09-23T19:09:24+10:00,2026-09-25T19:44:20+10:00,6574,91bc8072ac1114c27654ace2cae931157e96cf4aa57b2f7553c149c35c7d0123
sound_design/elevenlabs_broadcast_v4_candidate/audition.html,Mac source snapshot,2026-09-23T19:11:57+10:00,2026-09-23T19:11:57+10:00,2026-09-25T19:44:20+10:00,8351,334925f44b9ed8f94b52328a8fa179a33f3a3ae340fb6e88dbcc89674b8268bb
sound_design/elevenlabs_broadcast_v4_candidate/build_audition_and_verify.py,Mac source snapshot,2026-09-23T19:11:33+10:00,2026-09-23T19:11:33+10:00,2026-09-25T19:44:20+10:00,7871,22543f97927e39bf3c79bad0236fd8d0af6454710d41c64d1a0f1fbc03afe906
sound_design/elevenlabs_broadcast_v4_candidate/production_record.json,Mac source snapshot,2026-09-23T19:07:05+10:00,2026-09-23T19:07:05+10:00,2026-09-25T19:44:20+10:00,1525,abafbb4c0090d7475b01f86367d097db77a9fd9dcc01b38b14fb0efdef8f1964
sound_design/elevenlabs_broadcast_v4_candidate/raw/T01_cruise_entry_raw.mp3,Mac source snapshot,2026-09-23T18:58:56+10:00,2026-09-23T18:58:56+10:00,2026-09-25T19:44:20+10:00,58861,55826f2aa42eb450f9ff3767c03883b7a2941583646057af326d67989308988b
sound_design/elevenlabs_broadcast_v4_candidate/raw/T02_descent_begin_raw.mp3,Mac source snapshot,2026-09-23T19:02:57+10:00,2026-09-23T19:02:57+10:00,2026-09-25T19:44:20+10:00,63459,7b355ff285e8023f9d67c1e9ea76e587525b0090e457c4bf8c5526ff3a486f2c
sound_design/elevenlabs_broadcast_v4_candidate/raw/T03_landing_preparation_raw.mp3,Mac source snapshot,2026-09-23T19:06:29+10:00,2026-09-23T19:06:29+10:00,2026-09-25T19:44:20+10:00,54264,7ef21e0a3fb6e5f6d044aed80967c53a7a4956452e8414dac8119e77421047a8
sound_design/elevenlabs_broadcast_v4_candidate/waveform_audit.csv,Mac source snapshot,2026-09-23T19:10:08+10:00,2026-09-23T19:10:08+10:00,2026-09-25T19:44:20+10:00,2492,78d82dca9af73dca61fc208cb791d9db58b16d49f4f187888b82e4e706381e0a
sound_design/elevenlabs_broadcast_v4_candidate/waveform_audit.json,Mac source snapshot,2026-09-23T19:10:08+10:00,2026-09-23T19:10:08+10:00,2026-09-25T19:44:20+10:00,6570,ae81ded7aeed73e6eed1ea7f8685aa106c2fe523dbbde57aa4a4c62a852b4a16
sound_design/tram_revision_matlab_v1/M1_two_pulse/T01_cruise_entry.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,e7974152d6d48bc27b6ab12a93dd7e2f057ecfc174f64f62bf67a985d4f74cf5
sound_design/tram_revision_matlab_v1/M1_two_pulse/T02_descent_begin.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,d24a28548dae311df70076bd4b5ea1876033aa0359e406d4b2911196d2dd90e7
sound_design/tram_revision_matlab_v1/M1_two_pulse/T03_landing_preparation.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,68503a40e55a7ad874c499a6e6220eea08c1159063ff95d8a353114abb6fc979
sound_design/tram_revision_matlab_v1/M1_two_pulse_audit.png,Mac source snapshot,2026-09-23T18:51:16+10:00,2026-09-23T18:51:16+10:00,2026-09-25T19:44:20+10:00,246947,f803028e9a8655f79a1d9cbd2f1f96b7f52c20211ac601179fc0acbf3e7ff42e
sound_design/tram_revision_matlab_v1/M2_three_pulse/T01_cruise_entry.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,e7974152d6d48bc27b6ab12a93dd7e2f057ecfc174f64f62bf67a985d4f74cf5
sound_design/tram_revision_matlab_v1/M2_three_pulse/T02_descent_begin.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,d24a28548dae311df70076bd4b5ea1876033aa0359e406d4b2911196d2dd90e7
sound_design/tram_revision_matlab_v1/M2_three_pulse/T03_landing_preparation.wav,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,158804,da0ff773a76f4172f53fb9e4f33bced37b3d4ab9e73ab9edf18e7fb2da95ca76
sound_design/tram_revision_matlab_v1/M2_three_pulse_audit.png,Mac source snapshot,2026-09-23T18:51:17+10:00,2026-09-23T18:51:17+10:00,2026-09-25T19:44:20+10:00,251962,9964c49612a4ef9bccd3ce4730ce34ff9697755889869d08681ce1288e975094
sound_design/tram_revision_matlab_v1/README.md,Mac source snapshot,2026-09-23T20:39:18+10:00,2026-09-23T20:39:18+10:00,2026-09-25T19:44:20+10:00,7777,2c25905296ed30b55104fa012537e1f01a251caacae0cf31e49d0c3f3897a623
sound_design/tram_revision_matlab_v1/audition.html,Mac source snapshot,2026-09-23T18:53:03+10:00,2026-09-23T18:53:03+10:00,2026-09-25T19:44:20+10:00,10026,e5906aef0c17b84eb409ba6d9d21131b5f64554c014f7285e1aae77eb09b7d8a
sound_design/tram_revision_matlab_v1/build_audition_and_verify.py,Mac source snapshot,2026-09-23T18:53:03+10:00,2026-09-23T18:53:03+10:00,2026-09-25T19:44:20+10:00,8637,1fa7c96c4e231e384c9dfdcf3d6074aecda39b7c91e5862474c32178d465a274
sound_design/tram_revision_matlab_v1/candidate_analysis.csv,Mac source snapshot,2026-09-23T18:51:09+10:00,2026-09-23T18:51:09+10:00,2026-09-25T19:44:20+10:00,2901,b1a6592efc811e0523585d8bf40a3fbdceb4fd68e7a5bf10a2820bac90ecd343
sound_design/tram_revision_matlab_v1/candidate_analysis.json,Mac source snapshot,2026-09-23T18:51:08+10:00,2026-09-23T18:51:08+10:00,2026-09-25T19:44:20+10:00,7459,0fd6e3fddabcbabd0c19ee7f9db6d8d1b3c269482fb51c0b7dcee932a212c244
sound_design/tram_revision_matlab_v1/generate_tram_revision.m,Mac source snapshot,2026-09-23T18:50:50+10:00,2026-09-23T18:50:50+10:00,2026-09-25T19:44:20+10:00,8961,34feed42feddf214ae83f169659543990fa25e5b460ff19ada2471e08545c0ed
sound_design/tram_revision_matlab_v1/paper_figure/design_rationale.md,Mac source snapshot,2026-09-23T20:43:54+10:00,2026-09-23T20:43:54+10:00,2026-09-25T19:44:20+10:00,9694,dc0c3d67c4d9dbded5f6cc5ba5b416be6a1bf4e487195c245938959b102d4aae
sound_design/tram_revision_matlab_v1/paper_figure/figure_audit.json,Mac source snapshot,2026-09-23T20:42:07+10:00,2026-09-23T20:42:07+10:00,2026-09-25T19:44:20+10:00,3048,4bcc65d88c6cbba3c202e7c0662836c6fc72f4c773a7c5dca9b8872c0f6219c6
sound_design/tram_revision_matlab_v1/paper_figure/figure_insert.tex,Mac source snapshot,2026-09-23T20:44:50+10:00,2026-09-23T20:44:50+10:00,2026-09-25T19:44:20+10:00,1207,7968a2f4418f4fb48a29ce16a7446dcd5a5d9c66e3662e97155769096435b0ad
sound_design/tram_revision_matlab_v1/paper_figure/m1-waveform-fft-stft.pdf,Mac source snapshot,2026-09-23T20:42:06+10:00,2026-09-23T20:42:06+10:00,2026-09-25T19:44:20+10:00,214151,5ec3144c4735a6037c445f72051cd73d25700b09f0108d94b6e789dc0ad7d805
sound_design/tram_revision_matlab_v1/paper_figure/m1-waveform-fft-stft.png,Mac source snapshot,2026-09-23T20:42:05+10:00,2026-09-23T20:42:05+10:00,2026-09-25T19:44:20+10:00,749433,abd8b1dee0778a840ca95bd443c2ca7abdb7835b3cc1309a2eab6712c7c019e4
sound_design/tram_revision_matlab_v1/paper_figure/source_summary.csv,Mac source snapshot,2026-09-23T20:42:07+10:00,2026-09-23T20:42:07+10:00,2026-09-25T19:44:20+10:00,784,f2d1013692a3748963fbf2a4f8970666bb41d5d879339c512c5c12b78ac5af5b
sound_design/tram_revision_matlab_v1/paper_figure/spectral_source_data.mat,Mac source snapshot,2026-09-23T20:42:07+10:00,2026-09-23T20:42:07+10:00,2026-09-25T19:44:20+10:00,3754243,606ff5e25f4cd14c4859d4004807af8989c468f0ef4b1462694cf0ee5f0bf70e
sound_design/tram_revision_matlab_v1/plot_m1_paper_figure.m,Mac source snapshot,2026-09-23T20:41:39+10:00,2026-09-23T20:41:39+10:00,2026-09-25T19:44:20+10:00,10106,e573b468c06462d87abe66ea1254b7df6730b055f59c69226a10b46a5bcd8609
sound_design/tram_revision_matlab_v1/reference_C0_1p35s/T01_cruise_entry.wav,Mac source snapshot,2026-09-20T20:31:01+10:00,2026-09-20T20:31:01+10:00,2026-09-25T19:44:20+10:00,119114,f71ca54e29d8b37bccb78028c25883726baf53714dd24a006c586f92f459f63f
sound_design/tram_revision_matlab_v1/reference_C0_1p35s/T02_descent_begin.wav,Mac source snapshot,2026-09-20T20:31:01+10:00,2026-09-20T20:31:01+10:00,2026-09-25T19:44:20+10:00,119114,ee0a447c77d27bfa98fe0eb42c3297216ca608225ebdd663fa3c14af81435dcd
sound_design/tram_revision_matlab_v1/reference_C0_1p35s/T03_landing_preparation.wav,Mac source snapshot,2026-09-20T20:31:01+10:00,2026-09-20T20:31:01+10:00,2026-09-25T19:44:20+10:00,119114,fde8e8ffe2e5b7e9662f28d5e2a8f29813a9d91955f46110fc5d5306d333edd0
sound_design/tram_revision_matlab_v1/reference_C0_1p35s_audit.png,Mac source snapshot,2026-09-23T18:51:15+10:00,2026-09-23T18:51:15+10:00,2026-09-25T19:44:20+10:00,313367,dce5ddbcfd3f8915f49732dfb52a5c9cef22eef895736419b38ae869ca1db85e
sound_design/turn_cue_candidates_v1/README.md,Mac source snapshot,2026-09-24T22:11:22+10:00,2026-09-24T22:11:22+10:00,2026-09-25T19:44:20+10:00,1827,6ff8392a1a9776cbc09bb8a8829ea0698262c897497447d5336c4462c5c16a80
sound_design/turn_cue_candidates_v1/airy_breath_soft/turn_left.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,114704,7436a1d77d70d1961c5af6cfc04041ba783cfed7edef36387a09d07a9cbf2204
sound_design/turn_cue_candidates_v1/airy_breath_soft/turn_right.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,114704,7436a1d77d70d1961c5af6cfc04041ba783cfed7edef36387a09d07a9cbf2204
sound_design/turn_cue_candidates_v1/airy_glass/turn_left.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,ee6aa8ddb0e3904a3b7cff2a4381eb28ea722f07b2b6b1287055d2dd685636cc
sound_design/turn_cue_candidates_v1/airy_glass/turn_right.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,ee6aa8ddb0e3904a3b7cff2a4381eb28ea722f07b2b6b1287055d2dd685636cc
sound_design/turn_cue_candidates_v1/audition.html,Mac source snapshot,2026-09-24T20:29:32+10:00,2026-09-24T20:29:32+10:00,2026-09-25T19:44:20+10:00,2385,758a50732d67fd00d6195011fb185a6b21d16e2a74304b051d342a98d3562eb5
sound_design/turn_cue_candidates_v1/breath_chime/turn_left.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,70a83211ebdddbd98c5589ca776fb57c9146fc8d8c94722fe2b11680e3e42393
sound_design/turn_cue_candidates_v1/breath_chime/turn_right.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,70a83211ebdddbd98c5589ca776fb57c9146fc8d8c94722fe2b11680e3e42393
sound_design/turn_cue_candidates_v1/candidate_manifest.json,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,2695,f212b662963624843eeb2bae41613c3fcdb9d457f31384920611b63d8fb04554
sound_design/turn_cue_candidates_v1/generate_turn_cue_candidates.py,Mac source snapshot,2026-09-24T21:39:44+10:00,2026-09-24T21:39:44+10:00,2026-09-25T19:44:20+10:00,5422,f736c48585636a60dc6110b09e524a6fdbe3de283ede0fa84f84c43f28b81afa
sound_design/turn_cue_candidates_v1/soft_bloom/turn_left.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,394a16049fcdd5480aa36088b1e51b57d02e0cd4c0dd6fa8770c966cb7f73183
sound_design/turn_cue_candidates_v1/soft_bloom/turn_right.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,394a16049fcdd5480aa36088b1e51b57d02e0cd4c0dd6fa8770c966cb7f73183
sound_design/turn_cue_candidates_v1/suspended_fifth/turn_left.wav,Mac source snapshot,2026-09-24T21:40:03+10:00,2026-09-24T21:40:03+10:00,2026-09-25T19:44:20+10:00,63548,5aa3d8a58c6334ff76f3d70c97d9dc93cec19a790e386b19f8adca91b56a322c
